2211
0 0 0 0
1 1 0 0
2 2 0 0
3 3 0 0
4 4 0 0
5 5 0 0
6 6 0 0
7 7 0 0
8 8 0 0
9 9 0 0
10 10 0 0
11 11 0 0
12 12 0 0
13 13 0 0
14 14 0 0
15 15 0 0
16 16 0 0
17 17 0 0
18 18 0 0
19 19 0 0
20 20 0 0
21 21 0 0
22 22 0 0
23 23 0 0
24 24 0 0
25 25 0 0
26 26 0 0
27 27 0 0
28 28 0 0
29 29 0 0
30 30 0 0
31 31 0 0
32 32 0 0
33 33 0 0
34 34 0 0
35 35 0 0
36 36 0 0
37 37 0 0
38 38 0 0
39 39 0 0
40 40 0 0
41 41 0 0
42 42 0 0
43 43 0 0
44 44 0 0
45 45 0 0
46 46 0 0
47 47 0 0
48 48 0 0
49 49 0 0
50 50 0 0
51 51 0 0
52 52 0 0
53 53 0 0
54 54 0 0
55 55 0 0
56 56 0 0
57 57 0 0
58 58 0 0
59 59 0 0
60 60 0 0
61 61 0 0
62 62 0 0
63 63 0 0
64 64 0 0
65 65 0 0
66 66 0 0
67 67 0 0
68 68 0 0
69 69 0 0
70 70 0 0
71 71 0 0
72 72 0 0
73 73 0 0
74 74 0 0
75 75 0 0
76 76 0 0
77 77 0 0
78 78 0 0
79 79 0 0
80 80 0 0
81 81 0 0
82 82 0 0
83 83 0 0
84 84 0 0
85 85 0 0
86 86 0 0
87 87 0 0
88 88 0 0
89 89 0 0
90 90 0 0
91 91 0 0
92 92 0 0
93 93 0 0
94 94 0 0
95 95 0 0
96 96 0 0
97 97 0 0
98 98 0 0
99 99 0 0
100 100 0 0
101 101 0 0
102 102 0 0
103 103 0 0
104 104 0 0
105 105 0 0
106 106 0 0
107 107 0 0
108 108 0 0
109 109 0 0
110 110 0 0
111 111 0 0
112 112 0 0
113 113 0 0
114 114 0 0
115 115 0 0
116 116 0 0
117 117 0 0
118 118 0 0
119 119 0 0
120 120 0 0
121 121 0 0
122 122 0 0
123 123 0 0
124 124 0 0
125 125 0 0
126 126 0 0
127 127 0 0
128 128 0 0
129 129 0 0
130 130 0 0
131 131 0 0
132 132 0 0
133 133 0 0
134 134 0 0
135 135 0 0
136 136 0 0
137 137 0 0
138 138 0 0
139 139 0 0
140 140 0 0
141 141 0 0
142 142 0 0
143 143 0 0
144 144 0 0
145 145 0 0
146 146 0 0
147 147 0 0
148 148 0 0
149 149 0 0
150 150 0 0
151 151 0 0
152 152 0 0
153 153 0 0
154 154 0 0
155 155 0 0
156 156 0 0
157 157 0 0
158 158 0 0
159 159 0 0
160 160 0 0
161 161 0 0
162 162 0 0
163 163 0 0
164 164 0 0
165 165 0 0
166 166 0 0
167 167 0 0
168 168 0 0
169 169 0 0
170 170 0 0
171 171 0 0
172 172 0 0
173 173 0 0
174 174 0 0
175 175 0 0
176 176 0 0
177 177 0 0
178 178 0 0
179 179 0 0
180 180 0 0
181 181 0 0
182 182 0 0
183 183 0 0
184 184 0 0
185 185 0 0
186 186 0 0
187 187 0 0
188 188 0 0
189 189 0 0
190 190 0 0
191 191 0 0
192 192 0 0
193 193 0 0
194 194 0 0
195 195 0 0
196 196 0 0
197 197 0 0
198 198 0 0
199 199 0 0
200 200 0 0
201 0 1 0
202 1 1 0
203 2 1 0
204 3 1 0
205 4 1 0
206 5 1 0
207 6 1 0
208 7 1 0
209 8 1 0
210 9 1 0
211 10 1 0
212 11 1 0
213 12 1 0
214 13 1 0
215 14 1 0
216 15 1 0
217 16 1 0
218 17 1 0
219 18 1 0
220 19 1 0
221 20 1 0
222 21 1 0
223 22 1 0
224 23 1 0
225 24 1 0
226 25 1 0
227 26 1 0
228 27 1 0
229 28 1 0
230 29 1 0
231 30 1 0
232 31 1 0
233 32 1 0
234 33 1 0
235 34 1 0
236 35 1 0
237 36 1 0
238 37 1 0
239 38 1 0
240 39 1 0
241 40 1 0
242 41 1 0
243 42 1 0
244 43 1 0
245 44 1 0
246 45 1 0
247 46 1 0
248 47 1 0
249 48 1 0
250 49 1 0
251 50 1 0
252 51 1 0
253 52 1 0
254 53 1 0
255 54 1 0
256 55 1 0
257 56 1 0
258 57 1 0
259 58 1 0
260 59 1 0
261 60 1 0
262 61 1 0
263 62 1 0
264 63 1 0
265 64 1 0
266 65 1 0
267 66 1 0
268 67 1 0
269 68 1 0
270 69 1 0
271 70 1 0
272 71 1 0
273 72 1 0
274 73 1 0
275 74 1 0
276 75 1 0
277 76 1 0
278 77 1 0
279 78 1 0
280 79 1 0
281 80 1 0
282 81 1 0
283 82 1 0
284 83 1 0
285 84 1 0
286 85 1 0
287 86 1 0
288 87 1 0
289 88 1 0
290 89 1 0
291 90 1 0
292 91 1 0
293 92 1 0
294 93 1 0
295 94 1 0
296 95 1 0
297 96 1 0
298 97 1 0
299 98 1 0
300 99 1 0
301 100 1 0
302 101 1 0
303 102 1 0
304 103 1 0
305 104 1 0
306 105 1 0
307 106 1 0
308 107 1 0
309 108 1 0
310 109 1 0
311 110 1 0
312 111 1 0
313 112 1 0
314 113 1 0
315 114 1 0
316 115 1 0
317 116 1 0
318 117 1 0
319 118 1 0
320 119 1 0
321 120 1 0
322 121 1 0
323 122 1 0
324 123 1 0
325 124 1 0
326 125 1 0
327 126 1 0
328 127 1 0
329 128 1 0
330 129 1 0
331 130 1 0
332 131 1 0
333 132 1 0
334 133 1 0
335 134 1 0
336 135 1 0
337 136 1 0
338 137 1 0
339 138 1 0
340 139 1 0
341 140 1 0
342 141 1 0
343 142 1 0
344 143 1 0
345 144 1 0
346 145 1 0
347 146 1 0
348 147 1 0
349 148 1 0
350 149 1 0
351 150 1 0
352 151 1 0
353 152 1 0
354 153 1 0
355 154 1 0
356 155 1 0
357 156 1 0
358 157 1 0
359 158 1 0
360 159 1 0
361 160 1 0
362 161 1 0
363 162 1 0
364 163 1 0
365 164 1 0
366 165 1 0
367 166 1 0
368 167 1 0
369 168 1 0
370 169 1 0
371 170 1 0
372 171 1 0
373 172 1 0
374 173 1 0
375 174 1 0
376 175 1 0
377 176 1 0
378 177 1 0
379 178 1 0
380 179 1 0
381 180 1 0
382 181 1 0
383 182 1 0
384 183 1 0
385 184 1 0
386 185 1 0
387 186 1 0
388 187 1 0
389 188 1 0
390 189 1 0
391 190 1 0
392 191 1 0
393 192 1 0
394 193 1 0
395 194 1 0
396 195 1 0
397 196 1 0
398 197 1 0
399 198 1 0
400 199 1 0
401 200 1 0
402 0 2 0
403 1 2 0
404 2 2 0
405 3 2 0
406 4 2 0
407 5 2 0
408 6 2 0
409 7 2 0
410 8 2 0
411 9 2 0
412 10 2 0
413 11 2 0
414 12 2 0
415 13 2 0
416 14 2 0
417 15 2 0
418 16 2 0
419 17 2 0
420 18 2 0
421 19 2 0
422 20 2 0
423 21 2 0
424 22 2 0
425 23 2 0
426 24 2 0
427 25 2 0
428 26 2 0
429 27 2 0
430 28 2 0
431 29 2 0
432 30 2 0
433 31 2 0
434 32 2 0
435 33 2 0
436 34 2 0
437 35 2 0
438 36 2 0
439 37 2 0
440 38 2 0
441 39 2 0
442 40 2 0
443 41 2 0
444 42 2 0
445 43 2 0
446 44 2 0
447 45 2 0
448 46 2 0
449 47 2 0
450 48 2 0
451 49 2 0
452 50 2 0
453 51 2 0
454 52 2 0
455 53 2 0
456 54 2 0
457 55 2 0
458 56 2 0
459 57 2 0
460 58 2 0
461 59 2 0
462 60 2 0
463 61 2 0
464 62 2 0
465 63 2 0
466 64 2 0
467 65 2 0
468 66 2 0
469 67 2 0
470 68 2 0
471 69 2 0
472 70 2 0
473 71 2 0
474 72 2 0
475 73 2 0
476 74 2 0
477 75 2 0
478 76 2 0
479 77 2 0
480 78 2 0
481 79 2 0
482 80 2 0
483 81 2 0
484 82 2 0
485 83 2 0
486 84 2 0
487 85 2 0
488 86 2 0
489 87 2 0
490 88 2 0
491 89 2 0
492 90 2 0
493 91 2 0
494 92 2 0
495 93 2 0
496 94 2 0
497 95 2 0
498 96 2 0
499 97 2 0
500 98 2 0
501 99 2 0
502 100 2 0
503 101 2 0
504 102 2 0
505 103 2 0
506 104 2 0
507 105 2 0
508 106 2 0
509 107 2 0
510 108 2 0
511 109 2 0
512 110 2 0
513 111 2 0
514 112 2 0
515 113 2 0
516 114 2 0
517 115 2 0
518 116 2 0
519 117 2 0
520 118 2 0
521 119 2 0
522 120 2 0
523 121 2 0
524 122 2 0
525 123 2 0
526 124 2 0
527 125 2 0
528 126 2 0
529 127 2 0
530 128 2 0
531 129 2 0
532 130 2 0
533 131 2 0
534 132 2 0
535 133 2 0
536 134 2 0
537 135 2 0
538 136 2 0
539 137 2 0
540 138 2 0
541 139 2 0
542 140 2 0
543 141 2 0
544 142 2 0
545 143 2 0
546 144 2 0
547 145 2 0
548 146 2 0
549 147 2 0
550 148 2 0
551 149 2 0
552 150 2 0
553 151 2 0
554 152 2 0
555 153 2 0
556 154 2 0
557 155 2 0
558 156 2 0
559 157 2 0
560 158 2 0
561 159 2 0
562 160 2 0
563 161 2 0
564 162 2 0
565 163 2 0
566 164 2 0
567 165 2 0
568 166 2 0
569 167 2 0
570 168 2 0
571 169 2 0
572 170 2 0
573 171 2 0
574 172 2 0
575 173 2 0
576 174 2 0
577 175 2 0
578 176 2 0
579 177 2 0
580 178 2 0
581 179 2 0
582 180 2 0
583 181 2 0
584 182 2 0
585 183 2 0
586 184 2 0
587 185 2 0
588 186 2 0
589 187 2 0
590 188 2 0
591 189 2 0
592 190 2 0
593 191 2 0
594 192 2 0
595 193 2 0
596 194 2 0
597 195 2 0
598 196 2 0
599 197 2 0
600 198 2 0
601 199 2 0
602 200 2 0
603 0 3 0
604 1 3 0
605 2 3 0
606 3 3 0
607 4 3 0
608 5 3 0
609 6 3 0
610 7 3 0
611 8 3 0
612 9 3 0
613 10 3 0
614 11 3 0
615 12 3 0
616 13 3 0
617 14 3 0
618 15 3 0
619 16 3 0
620 17 3 0
621 18 3 0
622 19 3 0
623 20 3 0
624 21 3 0
625 22 3 0
626 23 3 0
627 24 3 0
628 25 3 0
629 26 3 0
630 27 3 0
631 28 3 0
632 29 3 0
633 30 3 0
634 31 3 0
635 32 3 0
636 33 3 0
637 34 3 0
638 35 3 0
639 36 3 0
640 37 3 0
641 38 3 0
642 39 3 0
643 40 3 0
644 41 3 0
645 42 3 0
646 43 3 0
647 44 3 0
648 45 3 0
649 46 3 0
650 47 3 0
651 48 3 0
652 49 3 0
653 50 3 0
654 51 3 0
655 52 3 0
656 53 3 0
657 54 3 0
658 55 3 0
659 56 3 0
660 57 3 0
661 58 3 0
662 59 3 0
663 60 3 0
664 61 3 0
665 62 3 0
666 63 3 0
667 64 3 0
668 65 3 0
669 66 3 0
670 67 3 0
671 68 3 0
672 69 3 0
673 70 3 0
674 71 3 0
675 72 3 0
676 73 3 0
677 74 3 0
678 75 3 0
679 76 3 0
680 77 3 0
681 78 3 0
682 79 3 0
683 80 3 0
684 81 3 0
685 82 3 0
